n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti,checked_isbn,isbn_type,authenticity,matched_title
803,Thomas Hardy,Tess of the D'Urbervilles,Oxford University Press,1983,9780192816354,"Lingue Straniere, Narrativa",FALSE,1904633102,ISBN-10,found-isbn-by-title,
805,Virginia Woolf,To the Lighthouse,Oxford University Press,1992,9780192828753,"Lingue Straniere, Narrativa",FALSE,9780192805607,ISBN-13,found-isbn-by-title,
806,Virginia Woolf,Orlando,Oxford University Press,1992,9780192828333,"Lingue Straniere, Fantasy, Narrativa",FALSE,9780192828333,invalid,not-found (No valid ISBN found in title results),
807,Horace Walpole,The Castle of Otranto,Oxford University Press,1982,9780192816156,"Lingue Straniere, Fantasy, Gotico",FALSE,9781775410706,ISBN-13,found-isbn-by-title,
808,Mark Twain,The adventures of Tom Sawyer,Oxford University Press,1993,9780192822607,"Lingue Straniere, Ragazzi, Narrativa",FALSE,9781448155330,ISBN-13,found-isbn-by-title,
809,Jack London,"The call of the Wild, White fang...",Oxford University Press,1991,9780192827299,"Lingue Straniere, Narrativa",FALSE,9781945186080,ISBN-13,found-isbn-by-title,
810,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,Oxford University Press,1987,9780192817402,"Lingue Straniere, Fantasy, Gotico",FALSE,9780192817402,ISBN-13,ok,The Strange Case of Dr. Jekyll and Mr. Hyde and Weir of Hermiston
811,Herman Melville,Moby Dick,Oxford University Press,1988,9780192817293,"Lingue Straniere, Narrativa",FALSE,9788898062676,ISBN-13,found-isbn-by-title,
812,Jonathan Swift,Gulliver's Travels,Oxford University Press,1986,9780192817474,"Lingue Straniere, Narrativa",FALSE,9780848111830,ISBN-13,found-isbn-by-title,
813,Thomas Hardy,Far From the Madding Crowd,Oxford University Press,1993,9780192822454,"Lingue Straniere, Narrativa",FALSE,1534644253,ISBN-10,found-isbn-by-title,
814,George Eliot,The mill on the Floss,Oxford University Press,1980,9780192815142,"Lingue Straniere, Narrativa",FALSE,9780191017148,ISBN-13,found-isbn-by-title,
816,John Bunyan,The Pilgrim's Progress,Oxford University Press,1984,9780192816095,"Lingue Straniere, Narrativa",FALSE,9786057566836,ISBN-13,found-isbn-by-title,
817,Emily Brontë,Wuthering Heights,Oxford University Press,1981,9780192815439,"Lingue Straniere, Narrativa",FALSE,9781621074564,ISBN-13,found-isbn-by-title,ISBN not found in the database
818,Charlotte Brontë,Jane Eyre,Oxford University Press,1980,9780192815135,"Lingue Straniere, Narrativa",FALSE,9788854134072,ISBN-13,found-isbn-by-title,
A1557,Dino Buzzati,Le notti difficili,Mondadori,1973,9788804098900,"Narrativa, Racconti, Fantasy, Gotico",FALSE,1014860431,ISBN-10,found-isbn-by-title,
819,Jane Austen,Emma,Oxford University Press,1990,9780192815302,"Lingue Straniere, Narrativa",FALSE,9788379914470,ISBN-13,found-isbn-by-title,
820,Jane Austen,Pride and Prejudice,Oxford University Press,1990,9780192827640,"Lingue Straniere, Narrativa",FALSE,0194237621,ISBN-10,found-isbn-by-title,
821,Charles Dickens,Christmas Books,Oxford University Press,1985,9780192817887,"Lingue Straniere, Narrativa, Ragazzi",FALSE,0753450178,ISBN-10,found-isbn-by-title,
823,Daniel Defoe,Moll Flanders,Oxford University Press,1981,9780192815418,"Lingue Straniere, Narrativa",FALSE,9788811132615,ISBN-13,found-isbn-by-title,
824,J. Fenimore Cooper,The last of the Mohicans,Oxford University Press,1983,9780192815333,"Lingue Straniere, Romanzo Storico",FALSE,0873953622,ISBN-10,found-isbn-by-title,
825,Joseph Conrad,Lord Jim,Oxford University Press,1983,9780192815661,"Lingue Straniere, Narrativa",FALSE,9788852065156,ISBN-13,found-isbn-by-title,
826,Charles Dickens,Great Expectations,Oxford University Press,1994,9780192822294,"Lingue Straniere, Narrativa, Formazione",FALSE,9781621073512,ISBN-13,found-isbn-by-title,
827,Charles Dickens,David Copperfield,Oxford University Press,1982,9780192815340,"Lingue Straniere, Narrativa",FALSE,9788854140370,ISBN-13,found-isbn-by-title,
828,William Thackeray,Vanity fair,Oxford University Press,1983,9780192815197,"Lingue Straniere, Narrativa, Classico",FALSE,9788867971732,ISBN-13,found-isbn-by-title,
829,Geoffrey Chaucer,The Canterbury Tales,Oxford University Press,1983,9780192815388,"Lingue Straniere, Narrativa, Classico",FALSE,0140424385,ISBN-10,found-isbn-by-title,
831,Charles Dickens,The Pickwick Papers,Oxford University Press,1987,9780192817764,"Lingue Straniere, Narrativa, Classico",FALSE,9780553902990,ISBN-13,found-isbn-by-title,
838,Sebastiano Vassalli,La chimera,Einaudi,1992,9788806129188,Romanzo Storico,FALSE,9788858672402,ISBN-13,found-isbn-by-title,
840,Leonardo Sciascia,La strega e il capitano,Bompiani,1995,9788845246738,"Saggistica, Storia",FALSE,8879802526,ISBN-10,found-isbn-by-title,
844,Charles Dickens,"Timbra il tuo cartellino, Bristow",Mondadori,1973,-,"Fumetti, Graphic Novel",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1611,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
845,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
846,Howard Post,Gli emarginati,Mondadori,1973,9788804423455,"Fumetti, Graphic Novel",FALSE,8877061294,ISBN-10,found-isbn-by-title,
A1612,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
847,Charles M. Schulz,Il bambino a una dimensione,Mondadori,1971,-,"Fumetti, Graphic Novel",FALSE,8871443616,ISBN-10,found-isbn-by-title,
848,Charles M. Schulz,E' domani Charlie Brown,Mondadori,1974,9788804113332,"Fumetti, Graphic Novel",FALSE,9788804113332,invalid,not-found (No valid ISBN found in title results),
A1613,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
849,Elzie Crisler Segar,Fino all'ultimo spinacio,Mondadori,1974,-,"Fumetti, Graphic Novel",FALSE,1268942766,ISBN-10,found-isbn-by-title,
A1614,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
850,Leonardo Sciascia,Il mare color del vino,Einaudi,1973,9788806376513,"Narrativa, Racconti",FALSE,9788845972393,ISBN-13,found-isbn-by-title,
851,Mort Walker,Manuale della recluta,Mondadori,1973,-,"Fumetti, Graphic Novel",FALSE,,invalid,not-found (No valid ISBN found in title results),
852,Charles Dickens,Bristow il contestatore integrato,Mondadori,1973,-,"Fumetti, Graphic Novel",FALSE,,invalid,not-found (No valid ISBN found in title results),
853,Mort Walker,Il mondo è una caserma,Mondadori,1975,-,"Fumetti, Graphic Novel",FALSE,8852400222,ISBN-10,found-isbn-by-title,
855,Dario Fo,Morte accidentale di un anarchico,Einaudi,1974,9788806039692,"Poesia, Teatro",FALSE,9788806039692,invalid,not-found (No valid ISBN found in title results),
856,Leonardo Sciascia,Il contesto,Einaudi,1971,9788806323838,"Giallo, Thriller",FALSE,8807815230,ISBN-10,found-isbn-by-title,
863,Leonardo Sciascia,Il contesto,Einaudi,1971,9788806323838,"Giallo, Thriller",FALSE,8807815230,ISBN-10,found-isbn-by-title,
1016,Dario Fo,Le commedie di D. Fo,Einaudi,1975,9788806041831,"Poesia, Teatro",FALSE,9788823524576,ISBN-13,found-isbn-by-title,
1130,Atti convegno Pisa,Il linguaggio cinematografico,Plan,2002,9788888267029,"Saggistica, Cinema",FALSE,8892354205,ISBN-10,corrected-isbn-by-title,Un gioiello in villa
1445,Quino,Mafalda colpisce ancora,Bompiani,1969,-,"Fumetti, Graphic Novel",FALSE,8893671832,ISBN-10,found-isbn-by-title,
1515,A. Melucco Vaccaro,I Longobardi in Italia,Longanesi,1982,9788830400824,"Saggistica, Storia",FALSE,9788858103609,ISBN-13,found-isbn-by-title,
1629,Brunetta,Letteratura e cinema,Zanichelli,1976,-,"Saggistica, Cinema",FALSE,9788858122792,ISBN-13,found-isbn-by-title,
1698,Natalia Ginzburg,Caro Michele,Mondadori,1973,9788806371197,"Narrativa, Romanzo",FALSE,8806133535,ISBN-10,found-isbn-by-title,ISBN not found in the database
1699,Ugo Foscolo,Ultime lettere di Jacopo Ortis,Einaudi,1963,-,"Narrativa, Classico",FALSE,9788858615430,ISBN-13,found-isbn-by-title,
1833,Rolf-Ulrich,Guida alla musica,Mondadori,1969,-,"Saggistica, Musica",FALSE,8865401850,ISBN-10,found-isbn-by-title,
1851,Jay M. Savage,L'evoluzione,Zanichelli,1967,-,"Saggistica, Scienze",FALSE,9788858623718,ISBN-13,found-isbn-by-title,
2194,AA. VV.,Programmazione neurolinguistica,Astrolabio,1982,9788834007098,"Saggistica, Scienze",FALSE,1707261180,ISBN-10,found-isbn-by-title,
2266,AA. VV.,Pragmatica della comunicazione umana,Astrolabio,1971,9788834001423,"Saggistica, Scienze",FALSE,8863587906,ISBN-10,found-isbn-by-title,
2587,Antonio Tabucchi,Il filo dell'orizzonte,Feltrinelli,1991,9788807811463,"Narrativa, Romanzo, Giallo",FALSE,9788862426480,ISBN-13,corrected-isbn-by-title,Il filo dell'orizzonte
2599,Eschilo,I Persiani,Feltrinelli,1991,9788807820122,"Poesia, Teatro, Classico",FALSE,1547171936,ISBN-10,found-isbn-by-title,
2604,Sofocle,Edipo Re,Feltrinelli,1991,9788807820283,"Poesia, Teatro, Classico",FALSE,9788892985933,ISBN-13,found-isbn-by-title,
2675,Carlo Emilio Gadda,Il primo libro delle favole,Mondadori,1990,9788804332411,"Narrativa, Ragazzi",FALSE,8809767055,ISBN-10,corrected-isbn-by-title,Ho tanto sonno
2720,Luigi Pirandello,I vecchi e i giovani,Garzanti,1993,9788811364583,Romanzo Storico,FALSE,8817050741,ISBN-10,found-isbn-by-title,
4383,Boris Pasternak,Il dottor Zivago,Loescher,1957,-,Romanzo Storico,FALSE,9788807947308,ISBN-13,found-isbn-by-title,
6319,Giovanni Verga,Mastro Don Gesualdo,Mondadori,1960,-,"Narrativa, Classico",FALSE,9791041965632,ISBN-13,found-isbn-by-title,
A120,Lev Tolstoj,Anna Karenina,Einaudi,2014,9788806219321,"Narrativa, Classico",FALSE,9788811137689,ISBN-13,corrected-isbn-by-title,La sottile linea scura
A1579,Gabriele D'Annunzio,Il piacere,Gulliver,-,9788822730701,"Narrativa, Classico",FALSE,9788868651732,ISBN-13,corrected-isbn-by-title,La metamorfosi e tutti i racconti
A1630,Michele Ferrari,Noi abbiamo futuro,Marcos y Marcos,2014,9788871686943,Ragazzi,FALSE,8871689062,ISBN-10,corrected-isbn-by-title,Disperato erotico fox. Manuale di ballo liscio
-,"Ehsani, Casolo",I ragazzi hanno grandi sogni,Feltrinelli,2018,9788807890536,"Ragazzi, Biografia, Memorie",FALSE,9788858840986,ISBN-13,corrected-isbn-by-title,L'arte di stare con gli altri. Superare timidezza e paure sociali
A1622,Leonardo Sciascia,Todo modo,Einaudi,1974,9788806404766,"Giallo, Thriller",FALSE,9788806404766,invalid,not-found (No valid ISBN found in title results),
A1623,Leonardo Sciascia,Todo modo,Einaudi,1974,9788806404766,"Giallo, Thriller",FALSE,9788806404766,invalid,not-found (No valid ISBN found in title results),
854,Leonardo Sciascia,Il contesto,Einaudi,1971,9788806323838,"Giallo, Thriller",FALSE,8807815230,ISBN-10,found-isbn-by-title,
A1620,Leonardo Sciascia,Il contesto,Einaudi,1971,9788806323838,"Giallo, Thriller",FALSE,8807815230,ISBN-10,found-isbn-by-title,
A059,Lucia Impelluso,La natura e i suoi simboli,Electa,2004,9788837024468,"Saggistica, Arte",FALSE,8837020406,ISBN-10,found-isbn-by-title,ISBN not found in the database
A066,AA. VV.,"Centrifuga: fughe, ritorni...",Sinnos,2016,9788876093227,"Ragazzi, Racconti",FALSE,8876093311,ISBN-10,corrected-isbn-by-title,I bambini sono cattivi
A067,Bart Moeyaert,Il club della via Lattea,Sinnos,2011,9788876091872,Ragazzi,FALSE,8876095535,ISBN-10,corrected-isbn-by-title,Il segreto dei pirati
A068,Zita Dazzi,In equilibrio perfetto,Sinnos,2016,9788876093258,Ragazzi,FALSE,9788876093258,ISBN-13,ok,In equilibrio perfetto
A069,Catherine Forde,A bomba,Sinnos,2011,9788876091971,Ragazzi,FALSE,8876092188,ISBN-10,corrected-isbn-by-title,Vecchie storie. Cofanetto
A070,Christophe Léon,Reato di fuga,Sinnos,2016,9788876093159,Ragazzi,FALSE,887609296X,ISBN-10,corrected-isbn-by-title,Scrivere come
A071,Federico Appel,Pesi massimi,Sinnos,2014,9788876092787,"Fumetti, Graphic Novel, Ragazzi",FALSE,8887676356,ISBN-10,found-isbn-by-title,ISBN not found in the database
A072,AA. VV.,Il libro dell'economia,Gribaudo,2015,9788858012642,"Saggistica, Economia",FALSE,8858014154,ISBN-10,corrected-isbn-by-title,La guida completa con tutti i personaggi. Lego friends. Con gadget
A073,Aude de Tocqueville,Atlante delle città perdute,Bompiani,2014,9788845277870,"Saggistica, Geografia",FALSE,8845280675,ISBN-10,found-isbn-by-title,ISBN not found in the database
A074,Dominique Lanni,Atlante dei paesi sognati,Bompiani,2016,9788845283123,"Saggistica, Geografia",FALSE,8845282651,ISBN-10,corrected-isbn-by-title,L'arte di sparire
A075,Umberto Eco,Storia delle terre... leggendari,Bompiani,2014,9788845278143,Saggistica,FALSE,8830100617,ISBN-10,corrected-isbn-by-title,Sette notti
A076,Matthieu Mantanus,Beethoven e la ragazza...,Mondadori,2016,9788804664369,"Ragazzi, Musica",FALSE,9788852071973,ISBN-13,corrected-isbn-by-title,È ora di andare a nanna
A077,Luigi Garlando,‘O Maè - Storia di judo e camorra,Piemme,2014,9788856637380,"Ragazzi, Attualità",FALSE,9788858513651,ISBN-13,corrected-isbn-by-title,Ho sognato una strada. I diritti di tutti
A079,Piersandro Pallavicini,La chimica della bellezza,Feltrinelli,2016,9788807032042,"Narrativa, Romanzo",FALSE,9788807032042,ISBN-13,ok,La chimica della bellezza
A080,Debra Ginsberg,Mio figlio Blaze,TEA,2003,9788850203536,"Biografia, Memorie",FALSE,8868274116,ISBN-10,corrected-isbn-by-title,Dove i fiumi cambiano corso
A081,Antonio Ferrara,Il ragazzo e la tempesta,Rizzoli,2014,9788817073356,Ragazzi,FALSE,9788858667248,ISBN-13,corrected-isbn-by-title,Christiane F. La mia seconda vita
A082,Giuseppe Pontiggia,Nati due volte,Mondadori,2002,9788804509530,"Narrativa, Romanzo",FALSE,9788852057663,ISBN-13,corrected-isbn-by-title,La leggenda di Otori
A083,Giuseppe Pontiggia,Nati due volte,Mondadori,2002,9788804509530,"Narrativa, Romanzo",FALSE,9788852057663,ISBN-13,corrected-isbn-by-title,La leggenda di Otori
A084,Fabrizio Gatti,Viki che voleva andare a scuola,Rizzoli,2010,9788817039987,"Ragazzi, Attualità",FALSE,9788858673133,ISBN-13,corrected-isbn-by-title,La via segreta dei nazisti
A085,Erika Silvestri,Il commerciante di bottoni,Rizzoli,2010,9788817045766,"Ragazzi, Biografia, Memorie",FALSE,9788858687444,ISBN-13,corrected-isbn-by-title,Gregotti & Associati. L'architettura del disegno urbano
A086,Alison Leslie Gold,Mi ricordo Anna Frank,Rizzoli,2011,9788817038102,"Ragazzi, Biografia, Memorie",FALSE,9788831814065,ISBN-13,corrected-isbn-by-title,Vite in polvere
A087,Paola Zannoner,Rocco + colomba,De Agostini,2011,9788841864975,"Ragazzi, Romanzo Storico",FALSE,8841867981,ISBN-10,corrected-isbn-by-title,In moto per l'Italia. Nord
A088,Xavier Laurent Petit,Be safe,Rizzoli,2011,9788817047715,"Ragazzi, Romanzo Storico",FALSE,9788817047715,ISBN-13,title-mismatch,Il commerciante di bottoni
A089,John Grisham,La prima indagine di Theodore Boone,Mondadori,2012,9788804620020,"Ragazzi, Giallo, Thriller",FALSE,8804614609,ISBN-10,corrected-isbn-by-title,Triplo
A090,Stefania Bertola,Solo Flora,Feltrinelli,2016,9788807910197,Ragazzi,FALSE,9788858825006,ISBN-13,found-isbn-by-title,ISBN not found in the database
A091,Antonio Ferrara,Con una rosa in mano,Feltrinelli,2016,9788807910258,"Ragazzi, Romanzo Storico",FALSE,9788858825488,ISBN-13,corrected-isbn-by-title,Auslander
A1624,Sally Gardner,Il pianeta di Standish,Feltrinelli,2013,9788807910012,"Ragazzi, Fantasy",FALSE,9788858810323,ISBN-13,corrected-isbn-by-title,Basile apprendista mago
A092,Sally Gardner,Il pianeta di Standish,Feltrinelli,2013,9788807910012,"Ragazzi, Fantasy",FALSE,9788858810323,ISBN-13,corrected-isbn-by-title,Basile apprendista mago
A093,Claudia de Lillo,"Dire, fare, baciare",Feltrinelli,2015,9788807090639,"Ragazzi, Saggistica",FALSE,8847414660,ISBN-10,corrected-isbn-by-title,Se bastasse una sola parola. Piccolo dizionario delle emozioni
A094,Boris Pasternak,Il dottor Zivago,Feltrinelli,2012,9788807900037,Romanzo Storico,FALSE,9788807947308,ISBN-13,found-isbn-by-title,ISBN not found in the database
A095,Alessandro Baricco,Una certa idea di mondo,Feltrinelli,2015,9788807887307,Saggistica,FALSE,9788858845288,ISBN-13,corrected-isbn-by-title,"Avanti nella lotta, amore mio! Scritture (1918-1926)"
A1592,Federico Moccia,Tre metri sopra il cielo,Feltrinelli,2007,9788807819865,"Ragazzi, Narrativa",FALSE,9788858829943,ISBN-13,corrected-isbn-by-title,Autobiografia
A097,Giuseppe Tomasi di Lampedusa,Il Gattopardo,Feltrinelli,2012,9788807900013,"Romanzo Storico, Classico",FALSE,8807013088,ISBN-10,corrected-isbn-by-title,La tirannide borghese
A098,Sharon M. Draper,Melody,Feltrinelli,2016,9788807910210,Ragazzi,FALSE,9788858846728,ISBN-13,corrected-isbn-by-title,Solo Flora
A099,Alessandro Baricco,Novecento,Feltrinelli,2012,9788807880889,"Poesia, Teatro",FALSE,9788807880889,ISBN-13,ok,Novecento
A100,Rebecca Stead,Segreti e bugie,Feltrinelli,2013,9788807910043,"Ragazzi, Giallo, Thriller",FALSE,8847703301,ISBN-10,corrected-isbn-by-title,Basile apprendista mago
A1000,Italo Svevo,La coscienza di Zeno,Newton Compton,-,9788854117081,"Narrativa, Classico",FALSE,8876920080,ISBN-10,found-isbn-by-title,
A1001,Ignazio Silone,Fontamara,Mondadori,1977,9788804492505,"Romanzo Storico, Classico",FALSE,0719006627,ISBN-10,found-isbn-by-title,
A1001-1,Ignazio Silone,Fontamara,Mondadori,1977,9788804492505,"Romanzo Storico, Classico",FALSE,0719006627,ISBN-10,found-isbn-by-title,
A1001-2,Ignazio Silone,Fontamara,Mondadori,1977,9788804001356,"Romanzo Storico, Classico",FALSE,0719006627,ISBN-10,found-isbn-by-title,
A1002,Edgar Allan Poe,Storia di Gordon Pym,Rizzoli,-,9788817168345,"Narrativa, Avventura, Fantasy",FALSE,8817866628,ISBN-10,found-isbn-by-title,
A1003,Ugo Foscolo,Le ultime lettere di Jacopo Ortis,L'Espresso,-,-,"Narrativa, Classico",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1004,Emily Brontë,Cime tempestose,De Agostini,-,-,"Narrativa, Classico, Fantasy",FALSE,9788869341052,ISBN-13,found-isbn-by-title,
A1005,Giovanni Verga,Storia di una capinera,Crescere,-,9788883372222,"Narrativa, Classico",FALSE,9791041844128,ISBN-13,found-isbn-by-title,
A1006,Italo Calvino,Marcovaldo,Mondadori,-,9788804374330,"Narrativa, Ragazzi, Racconti",FALSE,8804772751,ISBN-10,found-isbn-by-title,
A1007,Antonio Fogazzaro,Malombra,La Repubblica,-,-,"Fantasy, Gotico, Classico",FALSE,9788858802021,ISBN-13,found-isbn-by-title,
A1007-1,Antonio Fogazzaro,Malombra,La Repubblica,-,-,"Narrativa, Classici",FALSE,9788858802021,ISBN-13,found-isbn-by-title,
A1008,Luigi Capuana,Il marchese di Roccaverdina,De Agostini,-,-,"Narrativa, Classici",FALSE,9791041968091,ISBN-13,found-isbn-by-title,
A1009,Dino Buzzati,Il deserto dei Tartari,Mondadori,-,9788804492475,"Narrativa, Classici",FALSE,9788851414931,ISBN-13,found-isbn-by-title,
A101,Enrico Deaglio,La banalità del bene,Feltrinelli,2012,9788807884764,"Narrativa, Romanzo Storico, Shoah narrativa",FALSE,8807070243,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1010,Gabriele D'Annunzio,Motti dannunziani,Newton Compton,-,9788879835335,"Saggistica, Filosofia",FALSE,8863441286,ISBN-10,found-isbn-by-title,
A1011,James Joyce,Gente di Dublino,Newton Compton,2010,9788854120358,"Narrativa, Racconti, Classici",FALSE,9788858623916,ISBN-13,corrected-isbn-by-title,Totem e tabù e altri saggi di antropologia. Ediz. integrali
A1012,Terry Brooks,L'ultima magia,Mondadori,-,9788804470923,Fantasy,FALSE,9788823529786,ISBN-13,found-isbn-by-title,
A1013,Terry Brooks,Il ciclo di Shannara,Mondadori,-,9788804375177,Fantasy,FALSE,9788852041310,ISBN-13,found-isbn-by-title,
A1014,Terry Brooks,Il labirinto,Mondadori,-,9788804533032,Fantasy,FALSE,9788833360560,ISBN-13,found-isbn-by-title,
A1015,David Eddings,La grande dea,Sperling & Kupfer,-,9788820008535,Fantasy,FALSE,8894428818,ISBN-10,found-isbn-by-title,
A1016-a,Miguel de Cervantes,Don Chisciotte della Mancia I,De Agostini,-,-,"Narrativa, Classici",FALSE,9788858618110,ISBN-13,found-isbn-by-title,
A1016-b,Miguel de Cervantes,Don Chisciotte della Mancia II,De Agostini,-,-,"Narrativa, Classici",FALSE,9791041969210,ISBN-13,found-isbn-by-title,
A1017,Philip Pullman,La lama sottile,Salani,1997,9788884514783,Fantasy,FALSE,9788862563505,ISBN-13,corrected-isbn-by-title,La cura dei sogni
